street,district,rooms,area,price,price_m2,material,condition,year_built,age,floor,total_floors
Pelguranna 5,Põhja-Tallinn,2,39.6,73260,1850,paneelmaja,heas korras,-,-,,-
Gildi 5-10,Kesklinn,3,75,177000,2360,kivimaja,uus,2019,0,3,3
Pikk 47,Vanalinn,2,116,295000,2543,kivimaja,heas korras,-,-,1,3
Paepargi 50/1-14,Lasnamäe,3,67.5,140500,2081,paneelmaja,uus,2020,0,4,14
Järveotsa tee 47,Haabersti,2,49.4,74500,1508,paneelmaja,vajab renoveerimist,1977,42,6,9
Vana-Kalamaja 8-12,Põhja-Tallinn,4,93.8,298000,3177,kivimaja,-,2019,0,4,5
Astangu 20-135,Mustamäe,3,62.6,130400,2083,paneelmaja,uus,2019,0,1,5
Jahu 1,Kesklinn,2,37.7,120000,3183,kivimaja,-,2000,19,4,5
Männiku tee 76,Nõmme,3,120.9,230000,1902,puitmaja,uus,2018,1,1,3
Mustamäe tee 84,Mustamäe,3,59.8,80000,1338,paneelmaja,-,1973,46,1,9
Aiandi 8/1-6,Mustamäe,2,41.4,103490,2500,kivimaja,uus,2021,0,2,8
Jahu 6-6/2-77,Põhja-Tallinn,2,33,151000,4576,paneelmaja,uus,2019,0,4,-
Tõnismägi 11a-46,Kesklinn,3,65.9,225000,3414,kivimaja,uus,2019,0,4,7
Tagala 10-29,Haabersti,3,66.8,132000,1976,kivimaja,uus,2019,0,4,4
Liikuri 18c-46,Lasnamäe,2,42.5,104790,2466,kivimaja,uus,2020,0,4,7
Selise 26,Haabersti,3,99.7,280000,2808,-,-,2007,12,3,3
Taime 36-6,Põhja-Tallinn,3,61.7,145000,2350,puitmaja,uus,-,-,1,2
Kreutzwaldi 3-43,Kesklinn,2,47,149000,3170,paneelmaja,uus,2012,7,5,7
Linnamäe tee 11,Lasnamäe,2,49.3,77000,1562,paneelmaja,-,1989,30,5,9
Gonsiori 9-24,Kesklinn,3,112.6,420900,3738,kivimaja,uus,-,-,5,7
A.Adamsoni,Kesklinn,3,134.4,339000,2522,palkmaja,-,-,-,2,3
Sõle 19,Põhja-Tallinn,2,30.1,65000,2159,paneelmaja,heas korras,1975,44,1,5
Pärnu mnt 106,Kesklinn,2,39.3,90000,2290,kivimaja,-,1991,28,7,9
Kalmistu tee 7a,Nõmme,4,90.3,138000,1528,kivimaja,keskmises seisukorras,1998,21,2,3
Paldiski mnt. 195,Haabersti,3,66.2,84000,1269,paneelmaja,keskmises seisukorras,1977,42,2,5
Talli 5-39,Kristiine,3,62.2,172900,2780,paneelmaja,uus,2020,0,4,4
MASTI 1A-8,Pirita,4,94.4,292512,3099,paneelmaja,uus,2018,1,3,3
Järve 2-212,Kristiine,3,68.7,203700,2965,paneelmaja,uus,2020,0,16,18
A.H.Tammsaare tee 73-70,Mustamäe,2,44.4,86000,1937,paneelmaja,renoveeritud,1970,49,4,5
Astangu 20-169,Haabersti,3,76.6,159900,2087,paneelmaja,uus,2019,0,3,5
Pajude pst 5,Nõmme,4,99.2,188500,1900,-,-,2019,0,3,3
J. Vilmsi tänav 7-3,Kadriorg,4,128.1,289900,2264,puitmaja,renoveeritud,2019,0,1,3
Teelise 9,Nõmme,2,46.9,89000,1898,paneelmaja,renoveeritud,1976,43,4,5
Kiriku põik 4,Vanalinn,3,164.9,515000,3123,kivimaja,-,1300,719,1,3
Mustamäe 191,Mustamäe 191,3,60,90000,1500,paneelmaja,renoveeritud,1969,50,1,9
Järve 2-207,Kristiine,3,65.4,195200,2985,paneelmaja,uus,2020,0,15,18
Aiandi 8/2-2,Mustamäe,3,62.1,141990,2286,kivimaja,uus,2021,0,2,6
Võidujooksu 7-48,Lasnamäe,2,40,108290,2707,kivimaja,uus,2020,0,4,7
Mustamäe tee 201,Mustamäe,2,44.1,76900,1744,paneelmaja,renoveeritud,1966,53,1,5
Vana-Kalamaja 8-15,Põhja-Tallinn,4,152.6,471000,3087,kivimaja,uus,2019,0,4,5
Soodi 4-28,Haabersti,3,73.2,200900,2745,kivimaja,uus,2021,0,5,5
Kalaranna 8/11-19,Põhja-Tallinn,2,54.2,209900,3873,paneelmaja,uus,2020,0,2,5
Paepargi 50/2,Lasnamäe,2,58.8,134500,2287,paneelmaja,uus,2020,0,8,8
Linda 5/2,Põhja-Tallinn,3,122.2,174000,1424,kivimaja,vajab renoveerimist,1928,91,1,3
Paldiski mnt 21-19,Kesklinn,3,97.5,289000,2964,paneelmaja,uus,2019,0,5,5
Villardi 23-10,Kesklinn,3,75.7,138000,1823,kivimaja,keskmises seisukorras,2001,18,3,4
Liivaoja 10,Kadriorg,2,66.7,176300,2643,paneelmaja,heas korras,2006,13,2,4
Raua 35,Kesklinn,5,83,129000,1554,-,renoveeritud,-,-,,-
Seebi tn 1-1706,Kristiine,2,45.3,171900,3795,kivimaja,uus,2020,0,17,20
Randla 6,Põhja-Tallinn,3,78.3,159000,2031,kivimaja,uus,2017,2,1,5
Poordi 3-54,Kesklinn,3,83.9,289000,3445,kivimaja,uus,2017,2,3,7
Liikuri 42,Lasnamäe,3,62.2,103600,1666,-,-,1985,34,2,5
Tagala 10-20,Haabersti,3,83.2,156000,1875,kivimaja,uus,2019,0,3,4
Alasi 5-30,Põhja-Tallinn,4,83.3,198000,2377,kivimaja,uus,2020,0,2,4
Vabaõhukooli 76,Pirita,2,55.2,122800,2225,kivimaja,-,2005,14,2,3
Mustamäe tee 143,Mustamäe,2,43.5,79000,1816,paneelmaja,renoveeritud,-,-,5,5
Tööstuse 31a-18,Põhja-Tallinn,4,100.1,275000,2747,kivimaja,uus,2018,1,4,4
Villardi 23-6,Kesklinn,4,75.6,138000,1825,kivimaja,vajab san. remonti,2001,18,2,4
Möldre tee,Haabersti,4,83.4,154000,1847,kivimaja,uus,2020,0,2,2
Odra 12/1-11,Kesklinn,4,82.8,219000,2645,kivimaja,uus,2017,2,4,5
Paepargi 50/2-1,Lasnamäe,2,58.9,115000,1952,paneelmaja,uus,2020,0,2,8
J. Sütiste tee 36,Mustamäe,3,60.2,84900,1410,paneelmaja,renoveeritud,1969,50,5,5
Valge tn 10-14,Lasnamäe,4,83.9,219000,2610,kivimaja,uus,2020,0,3,4
Liikuri 18c-2,Lasnamäe,3,63.8,132290,2074,kivimaja,uus,2020,0,1,7
Kõnnu 1a,Nõmme,5,144.2,219900,1525,-,-,-,-,,-
Aiandi 8/1-24,Mustamäe,2,42.2,112490,2666,kivimaja,uus,2021,0,5,8
Vilde 96,Mustamäe,1,12,30500,2542,kivimaja,heas korras,-,-,1,5
Mahtra tn 24,Lasnamäe,1,32.6,64000,1963,paneelmaja,renoveeritud,1982,37,8,9
Võidujooksu 7-10,Lasnamäe,3,51.5,132290,2569,kivimaja,uus,2020,0,3,7
Tähe 42,Nõmme,4,75.8,147000,1939,palkmaja,-,1936,83,2,2
Ümera 42,Lasnamäe,2,46.2,82900,1794,paneelmaja,renoveeritud,1986,33,2,5
Gonsiori 17,Kesklinn,5,100.8,229000,2272,kivimaja,heas korras,1939,80,5,5
Toom-Kuninga 15-94,Kesklinn,1,36.9,139000,3767,paneelmaja,uus,2020,0,6,8
Järve 2-189,Kristiine,2,46.6,142700,3062,paneelmaja,uus,2020,0,13,18
Liikuri 18c-7,Lasnamäe,2,42.7,103790,2431,kivimaja,uus,2020,0,2,7
Heli 7/1-37,Mustamäe,4,75.5,178900,2370,-,uus,2020,0,8,-
Pelgulinn Telliskivi tn 41-7,Kesklinn,3,52,176000,3385,kivimaja,uus,2019,0,3,3
Lesta tn 10/2-22,Haabersti,2,68.5,243175,3550,paneelmaja,uus,2019,0,2,3
Pöörise 7-37,Mustamäe,2,49.3,105000,2130,paneelmaja,uus,2020,0,7,12
Kalevipoja tn 15,Lasnamäe,3,52.7,84900,1611,paneelmaja,heas korras,1979,40,5,5
Lai 37/1,Vanalinn,,239,1200000,5021,-,renoveeritud,-,-,2,2
Masti 12,Pirita,3,90,280000,3111,kivimaja,heas korras,2003,16,1,3
Järve 2-206,Kristiine,2,58.1,170900,2941,paneelmaja,uus,2020,0,15,18
A.H. Tammsaare tee 89a-31,Mustamäe,2,44.9,132100,2942,-,uus,2019,0,6,6
Soo 28,Põhja-Tallinn,3,58.3,139900,2400,kivimaja,heas korras,1965,54,4,5
Kloostrimetsa tee 20,Pirita,4,160,162000,1013,puitmaja,renoveeritud,-,-,2,2
V.Reimani 3,Kesklinn,2,58.9,159000,2699,kivimaja,renoveeritud,1957,62,2,4
Kuukressi tee 5-5,Pirita,3,66.2,145000,2190,paneelmaja,uus,2020,0,2,3
Tehnika 73,Kesklinn,1,25.6,75000,2930,-,renoveeritud,-,-,3,3
Pirita tee 26f,Pirita,3,127.5,350000,2745,kivimaja,-,2003,16,12,16
Lüüsi tn 4-49,Kesklinn,6,139.9,450000,3217,kivimaja,uus,2019,0,6,6
Tiiu 3-B9,Kesklinn,2,50.1,157900,3152,paneelmaja,uus,2019,0,2,4
Mahtra tn 50,Lasnamäe,2,52.8,73500,1392,paneelmaja,vajab renoveerimist,1983,36,4,5
Härma tn 5,Lasnamäe,4,65,94900,1460,paneelmaja,renoveeritud,-,-,8,9
Jalami tn 1-20,Haabersti,2,49.9,106900,2142,paneelmaja,uus,2019,0,2,8
Uus tn. 22,Vanalinn,5,163,430000,2638,kivimaja,-,1938,81,3,4
Tüve 14,Kristiine,2,48.8,81000,1660,paneelmaja,heas korras,-,-,5,5
Gonsiori 7,Kesklinn,3,67.4,188000,2789,kivimaja,-,1959,60,4,5
Seebi tn 1-1606,Kristiine,2,45.3,166900,3684,kivimaja,uus,2020,0,16,20
Kärberi 34,Lasnamäe,3,80.3,127000,1582,kivimaja,heas korras,1995,24,8,10
Tuulemaa 23,Põhja-Tallinn,3,72.3,102998,1425,-,keskmises seisukorras,-,-,3,5
Järve 2-219,Kristiine,3,68.7,212800,3098,paneelmaja,uus,2020,0,17,18
Kärberi 16,Lasnamäe,4,66.8,103000,1542,-,uus,1984,35,4,5
Jahu 5-18,Kesklinn,3,80.8,299900,3712,kivimaja,uus,2020,0,2,3
Toom-Kuninga 15-27,Kesklinn,3,86,259000,3012,paneelmaja,uus,2020,0,5,8
Liinivahe 2-7,Põhja-Tallinn,4,89.5,207500,2318,puitmaja,uus,2020,0,2,3
Masti 4,Pirita,3,90.1,185000,2053,kivimaja,heas korras,1999,20,3,4
Astangu 18-117,Haabersti,4,83.9,178900,2132,paneelmaja,uus,2019,0,4,5
Järve 2-196,Kristiine,2,46.6,148900,3195,paneelmaja,uus,2020,0,14,18
Tagala 10B-34,Haabersti,3,71,130000,1831,kivimaja,uus,2019,0,1,4
K. Kärberi tn 3,Lasnamäe,3,66.8,96000,1437,paneelmaja,-,1984,35,2,5
Päevalille 4-92,Haabersti,2,39.6,118900,3003,paneelmaja,uus,2020,0,13,15
Pirita tee 28a,Pirita,3,147.7,580000,3927,-,-,2008,11,10,11
Tööstuse 28a-10,Põhja-Tallinn,3,71.8,215000,2994,kivimaja,uus,1949,70,4,4
Võidujooksu 7-39,Lasnamäe,3,60.6,138280,2282,kivimaja,uus,2020,0,2,7
Pae 23a,Lasnamäe,1,12,36990,3083,-,-,-,-,3,5
Pae 23a,Lasnamäe,1,12,36990,3083,-,-,-,-,3,5
Punane 11,Lasnamäe,2,43.6,75000,1720,paneelmaja,renoveeritud,1985,34,2,5
Peterburi tee 13,Kesklinn,3,61.8,130000,2104,kivimaja,heas korras,-,-,2,3
Vaimu 3,Vanalinn,4,97.3,380000,3905,kivimaja,renoveeritud,1811,208,2,3
Nafta 6,Kesklinn,6,93.4,195000,2088,-,uus,1966,53,1,5
Metsakooli tee 19,Pirita,3,87,180000,2069,-,renoveeritud,1960,59,,-
Lasnamäe tn 4b,Kesklinn,2,55.2,185000,3351,paneelmaja,uus,2018,1,5,13
Vana-Kalamaja 8-11,Põhja-Tallinn,3,80.9,240000,2967,kivimaja,uus,2019,0,3,5
Järvevana tee 3c-9,Kesklinn,2,55,93500,1700,kivimaja,keskmises seisukorras,-,-,2,2
Narva mnt 9,Kesklinn,3,83.4,229000,2746,paneelmaja,-,1958,61,6,7
Kase 68b,Pirita,3,60.5,119500,1975,paneelmaja,heas korras,2006,13,2,5
Päevalille 2-21,Haabersti,3,65.3,159900,2449,paneelmaja,uus,2020,0,4,4
Liikuri 32,Lasnamäe,3,61.7,91900,1489,kivimaja,san. remont tehtud,1987,32,2,5
Aiandi 8/1-11,Mustamäe,3,60.8,142990,2352,kivimaja,uus,2021,0,3,8
Ehitajate tee 91/2-4,Mustamäe,1,20.6,66900,3248,kivimaja,uus,2020,0,2,8
Lai tn 9,Vanalinn,4,153.4,590000,3846,kivimaja,-,-,-,2,3
A.H. Tammsaare tee 89a-27,Mustamäe,4,76.2,184800,2425,-,uus,2019,0,6,6
Jalami tn 1-18,Haabersti,4,116.6,239900,2057,paneelmaja,uus,2019,0,2,8
Viru väljak 6,Kesklinn,1,49.7,190000,3823,paneelmaja,heas korras,2004,15,5,11
Soodi 4,Põhja-Tallinn,2,59.9,163500,2730,kivimaja,uus,2020,0,4,5
Tornimäe 7,Kesklinn,3,93,549000,5903,paneelmaja,renoveeritud,2006,13,28,30
Mustamäe tee 181,Mustamäe,3,60,113000,1883,paneelmaja,heas korras,1963,56,7,9
Narva mnt 2,Kesklinn,3,72.3,179000,2476,kivimaja,renoveeritud,-,-,2,7
Vabaduse pst 209,Nõmme,1,35.7,60000,1681,kivimaja,renoveeritud,1968,51,4,12
E. Vilde tee 88,Mustamäe,2,43.9,71500,1629,kivimaja,vajab renoveerimist,1967,52,2,5
Suur-Ameerika 37,Kesklinn,1,19.3,40000,2073,kivimaja,keskmises seisukorras,1953,66,3,4
Kopli tn 100b,Põhja-Tallinn,2,34.5,55000,1594,kivimaja,renoveeritud,1973,46,1,5
Tartu mnt 39,Kesklinn,3,82,195000,2378,kivimaja,renoveeritud,-,-,3,4
Mahtra tn 25,Lasnamäe,4,79.7,108900,1366,paneelmaja,renoveeritud,1983,36,3,9
Lesta tn 10/1-8,Haabersti,4,120.1,372310,3100,paneelmaja,uus,2019,0,2,3
Aiandi 5/2-10,Mustamäe,3,63.1,146990,2329,kivimaja,uus,2020,0,4,4
P.Kerese 28,Nõmme,4,98,200000,2041,-,uus,1940,79,1,3
Padriku tee 4,Pirita,3,94.5,175000,1852,kivimaja,renoveeritud,2006,13,2,4
Graniidi tn 26,Põhja-Tallinn,2,29,79000,2724,puitmaja,-,1907,112,2,2
Järve 2-198,Kristiine,3,68.7,215100,3131,paneelmaja,uus,2020,0,14,18
Alasi 5-33,Põhja-Tallinn,3,62.6,159000,2540,kivimaja,uus,2020,0,2,4
jaama 7-1,Nõmme,2,36.8,75500,2052,puitmaja,heas korras,1913,106,2,2
Narva mnt 40-311,Kesklinn,1,30.2,137990,4569,kivimaja,uus,2018,1,3,4
Tuisu tn 5,Kristiine,2,51.6,90000,1744,kivimaja,renoveeritud,-,-,3,3
Pelguranna 9,Põhja-Tallinn,2,39,74900,1921,kivimaja,-,-,-,1,4
Paepargi 50/1-7,Lasnamäe,4,101.5,203000,2000,-,uus,2020,0,3,14
Väike-Ameerika 23/1,Kesklinn,3,44.3,120000,2709,palkmaja,renoveeritud,-,-,2,3
Raekoja plats 8,Kesklinn,3,48.7,460000,9446,kivimaja,renoveeritud,1929,90,5,6
Vabaõhumuuseumi tee 5/1,Haabersti,2,71.4,150000,2101,kivimaja,renoveeritud,2003,16,2,13
Pöörise 7-51,Mustamäe,3,64,135000,2109,paneelmaja,uus,2020,0,9,12
Lesta tn 10/1-7,Haabersti,5,302.8,762400,2518,paneelmaja,uus,2019,0,,-
Kanepi 3,Põhja-Tallinn,3,60.5,111000,1835,kivimaja,renoveeritud,-,-,1,2
Jahu 5-32,Põhja-Tallinn,3,76.4,304900,3991,kivimaja,uus,2020,0,1,2
Süda 4-406,Kesklinn,2,57.4,181000,3153,kivimaja,uus,2020,0,4,6
Soo 56,Põhja-Tallinn,1,25,78900,3156,puitmaja,renoveeritud,-,-,2,2
Valge tn 10-24,Lasnamäe,1,27.2,79900,2938,kivimaja,uus,2019,0,1,4
Pöörise 7-23,Mustamäe,2,45,99000,2200,paneelmaja,uus,2020,0,4,12
Vahulille 6/2,Pirita,2,52.7,144900,2750,paneelmaja,uus,2016,3,2,3
Jahu 5-44,Kesklinn,2,51.7,222900,4311,kivimaja,uus,2020,0,2,3
Keskuse tn 20,Mustamäe,2,44.2,77000,1742,paneelmaja,renoveeritud,1964,55,3,5
A.H. Tammsaare tee 89a-63,Mustamäe,3,67.8,188800,2785,-,uus,2019,0,6,6
Seebi tn 1-1702,Mustamäe,3,70,232900,3327,kivimaja,uus,2020,0,17,20
Noole 4,Põhja-Tallinn,2,54,155000,2870,kivimaja,-,2008,11,3,4
Paekaare 66,Lasnamäe,2,46.3,82000,1771,paneelmaja,heas korras,1978,41,5,5
Väike-Patarei 11,Põhja-Tallinn,5,99,286000,2889,puitmaja,renoveeritud,1906,113,2,2
Paekaaare 58,Lasnamäe,2,49.7,78000,1569,paneelmaja,heas korras,-,-,4,9
Jalami tn 1-87,Haabersti,2,47.7,102900,2157,paneelmaja,uus,2019,0,7,5
Valge tn 16-10,Lasnamäe,2,40.4,97000,2401,kivimaja,uus,2019,0,1,5
Punane 11,Lasnamäe,4,60.4,105900,1753,paneelmaja,renoveeritud,1985,34,2,5
Kalevipoja põik 3,Lasnamäe,2,49.6,87000,1754,paneelmaja,renoveeritud,-,-,4,9
E.Vilde tee 121 a,Mustamäe,2,47,65000,1383,paneelmaja,-,1969,50,5,5
Ahtri 6a,Kesklinn,2,53.1,189000,3559,kivimaja,-,2005,14,10,11
Lai tn 9,Kesklinn,5,180.8,590000,3263,kivimaja,-,-,-,2,3
Padriku 7/5,Pirita,2,54.2,146000,2694,kivimaja,uus,2006,13,2,3
Iirise 7,Kristiine,13,240,390000,1625,kivimaja,-,-,-,1,5
Kreutzwaldi 4,Kesklinn,4,109.9,320000,2912,kivimaja,heas korras,1994,25,6,7
MUSTAMÄE TEE 112,Mustamäe,2,43,79000,1837,paneelmaja,renoveeritud,-,-,2,5
Läänemere tee 2,Lasnamäe,1,32.8,61500,1875,paneelmaja,heas korras,1990,29,6,9
Suur-Ameerika tn 37,Kesklinn,1,26.7,58000,2172,kivimaja,keskmises seisukorras,-,-,4,4
Õismäe tee 104,Haabersti,3,65.5,109000,1664,paneelmaja,renoveeritud,1976,43,4,9
Soodi 4-15,Haabersti,3,67.9,174900,2576,kivimaja,uus,2021,0,3,5
Müürivahe 31,Kesklinn,3,84.6,241000,2849,kivimaja,-,1924,95,1,5
Õllepruuli 6,Kesklinn,1,23,76900,3343,kivimaja,-,2019,0,2,3
Tööstuse 31,Põhja-Tallinn,3,70,205000,2929,puitmaja,renoveeritud,2010,9,2,2
Pöörise 10-46,Mustamäe,1,33.6,74000,2202,paneelmaja,uus,2019,0,9,14
Nafta tn 14,Kadriorg,4,65.7,180000,2740,palkmaja,-,-,-,1,3
Kalda 60a,Nõmme,4,99.9,159900,1601,kivimaja,renoveeritud,1996,23,4,7
Kraavi 36,Nõmme,4,69.8,169000,2421,kivimaja,uus,2018,1,1,2
Järve 2-131,Kristiine,4,90.3,235300,2606,paneelmaja,uus,2020,0,8,18
Kopli 101b,Põhja-Tallinn,1,26,55000,2115,puitmaja,-,1901,118,1,1
Tõnismägi 11a-48,Kesklinn,3,62.4,229000,3670,kivimaja,uus,2019,0,4,7
Meeliku 23/3,Lasnamäe,3,82.3,150000,1823,kivimaja,-,2011,8,2,8
Läänemere tee 41,Lasnamäe,2,52.6,83300,1584,-,renoveeritud,-,-,2,5
Retke tee 17,Mustamäe,2,41,96000,2341,kivimaja,-,2004,15,2,4
Paekalda 22-2,Lasnamäe,2,57.9,142000,2453,-,uus,2020,0,2,5
Kaupmehe 7,Kesklinn,4,125,350000,2800,kivimaja,heas korras,2007,12,6,8
Õismäe tee 137,Haabersti,4,78.7,120000,1525,paneelmaja,keskmises seisukorras,-,-,2,5
Soodi 4-9,Haabersti,3,67.9,171900,2532,kivimaja,uus,2020,0,2,5
Raua 16a,Kesklinn,2,32,99900,3122,kivimaja,renoveeritud,1997,22,6,6
Jahu 6-6/1-62,Põhja-Tallinn,2,33,151000,4576,paneelmaja,uus,2019,0,4,-
Suur-Ameerika tn 37,Kesklinn,1,26.7,58000,2172,kivimaja,keskmises seisukorras,-,-,4,4
Tuletorni tn 8,Lasnamäe,5,94.2,235000,2495,kivimaja,uus,2021,0,1,3
Toom-Kuninga 15-70,Kesklinn,1,36.8,125000,3397,paneelmaja,uus,2020,0,3,8
Kivila 3,Lasnamäe,3,65.2,107000,1641,paneelmaja,heas korras,1985,34,6,16
Koidu tn 99-2,Kesklinn,2,56.6,139000,2456,kivimaja,uus,2019,0,1,5
Paasiku 14,Lasnamäe,3,60.1,82000,1364,-,-,1993,26,7,9
Pöörise 7-72,Mustamäe,3,53,120000,2264,paneelmaja,uus,2020,0,12,14
Risti 7a,Nõmme,2,36.5,73500,2014,kivimaja,keskmises seisukorras,1959,60,2,3
Nafta 6,Kesklinn,1,12.8,40000,3125,kivimaja,renoveeritud,-,-,5,5
Järveotsa 13,Haabersti,2,50,73000,1460,-,keskmises seisukorras,-,-,5,9
Pöörise 7-14,Mustamäe,2,45.1,99000,2195,paneelmaja,uus,2020,0,3,12
Ehitajate tee 42,Mustamäe,2,45.4,72500,1597,paneelmaja,heas korras,-,-,2,5
Seebi tn 1-308,Kristiine,2,48.3,121700,2520,kivimaja,uus,2020,0,3,20
Päevalille 4-78,Haabersti,2,39.6,114900,2902,paneelmaja,uus,2020,0,11,15
Lesta tn 10/1-1,Haabersti,4,173.5,589900,3400,kivimaja,uus,2019,0,,-
Jalami tn 1-28,Haabersti,3,62.1,128900,2076,paneelmaja,uus,2019,0,2,8
Võidujooksu 8C-14,Lasnamäe,2,44.3,109000,2461,paneelmaja,uus,2019,0,3,5
Puhangu 10,Põhja-Tallinn,1,16,37500,2344,-,renoveeritud,-,-,4,4
Kalevipoja 17,Lasnamäe,2,50,76900,1538,paneelmaja,renoveeritud,-,-,8,9
Talli 5-21,Kristiine,3,64.8,169900,2622,paneelmaja,uus,2020,0,1,3
Tina tn 21a,Kesklinn,4,112.9,245000,2170,kivimaja,-,1986,33,6,7
Seebi tn 1-306,Kristiine,3,68.6,224900,3278,kivimaja,uus,2020,0,3,20
Kuklase 14,Mustamäe,2,57.8,140000,2422,kivimaja,-,2007,12,7,8
Heli 7/1-34,Mustamäe,1,29.3,89600,3058,-,uus,2020,0,8,-
Lasnamäe tn 16,Lasnamäe,4,98.5,264000,2680,kivimaja,uus,2019,0,2,6
Soodi 4,Põhja-Tallinn,2,49.7,131900,2654,kivimaja,uus,2020,0,3,5
Asunduse 15,Lasnamäe,5,111.6,190000,1703,kivimaja,renoveeritud,1973,46,1,6
Liikuri 18c-8,Lasnamäe,3,62.1,136290,2195,kivimaja,uus,2020,0,3,7
Allika tn 12,Kesklinn,3,76.2,224500,2946,kivimaja,keskmises seisukorras,2006,13,5,5
Kaupmehe/Kentmanni/Liivalaia 14/21/27,Kesklinn,,183.5,285000,1553,kivimaja,-,1936,83,2,6
Trummi 30-N,Nõmme,5,184,219500,1193,kivimaja,renoveeritud,1998,21,,-
Tartu mnt 67/1,Kesklinn,2,50,139900,2798,kivimaja,renoveeritud,1934,85,5,6
E.Vilde tee 136,Mustamäe,2,47.4,87000,1835,paneelmaja,heas korras,1965,54,4,5
Aiandi 8/1-30,Mustamäe,2,42.2,113490,2689,kivimaja,uus,2021,0,6,8
Pärnu mnt 213,Nõmme,5,129,295000,2287,puitmaja,-,-,-,2,2
Rotermanni 18-27,Kesklinn,4,130.1,648000,4981,kivimaja,uus,2017,2,7,7
Lüüsi tn 4-33,Kesklinn,2,53.2,132000,2481,kivimaja,uus,2019,0,1,6
Paekalda 24a-27,Lasnamäe,2,50.5,132000,2614,-,uus,2020,0,5,5
Pikri 1,Lasnamäe,2,49.6,79900,1611,paneelmaja,-,1981,38,8,9
Põhja pst 21C,Põhja-Tallinn,3,74.1,182000,2456,kivimaja,heas korras,2005,14,3,4
Pärnu mnt 29-504,Kesklinn,1,37.5,130000,3467,kivimaja,uus,2019,0,5,8
Seebi tn 1-505,Kristiine,4,92.2,299900,3253,kivimaja,uus,2020,0,5,20
Energia 4,Kristiine,2,39.5,77000,1949,kivimaja,heas korras,1962,57,5,5
Valge 6A/2-5,Lasnamäe,3,59.2,142000,2399,kivimaja,uus,2020,0,1,4
Sütiste 41,Mustamäe,2,45,78000,1733,paneelmaja,heas korras,-,-,7,9
Paldiski mnt 63,Kristiine,2,64,127000,1984,kivimaja,renoveeritud,-,-,2,3
Mahtra 10,Lasnamäe,3,66.4,119000,1792,paneelmaja,renoveeritud,1983,36,3,5
Poordi 3-78,Kesklinn,4,124.2,429000,3454,kivimaja,uus,2017,2,2,7
Seebi tn 1-1904,Kristiine,2,40.4,147900,3661,kivimaja,uus,2020,0,19,20
Pöialpoisi 4,Kristiine,2,55.5,140000,2523,puitmaja,-,2019,0,3,3
Seebi tn 1-406,Kristiine,3,69.6,232900,3346,kivimaja,uus,2020,0,4,20
Kivila 3,Lasnamäe,2,48,80000,1667,kivimaja,vajab renoveerimist,-,-,16,16
Ravi tn. 17,Kesklinn,3,78,229000,2936,kivimaja,-,-,-,3,3
Vana-Kalamaja 6-8,Põhja-Tallinn,3,71.9,232000,3227,kivimaja,uus,2019,0,3,4
Remmelga 4-5,Nõmme,4,84.8,174900,2063,kivimaja,uus,2020,0,2,4
Jalami tn 1-41,Haabersti,2,62.2,127900,2056,paneelmaja,uus,2019,0,3,8
Väike-Patarei 1-1/4-43,Põhja-Tallinn,2,58.9,194000,3294,paneelmaja,uus,2019,0,1,3
Seebi tn 1-2001,Kesklinn,8,618.8,3000000,4848,kivimaja,uus,2020,0,20,20
Poordi 3-73,Kesklinn,3,117.9,499000,4232,kivimaja,uus,2017,2,6,7
Järve tn 29,Kristiine,3,79.2,149900,1893,kivimaja,-,-,-,1,3
Tuukri tn 64-50,Kesklinn,4,122.8,285000,2321,kivimaja,uus,2018,1,2,5
Suur-Karja,Vanalinn,3,119.5,350000,2929,kivimaja,renoveeritud,-,-,3,5
Soodi 4-45,Põhja-Tallinn,3,77.2,203000,2630,kivimaja,uus,2021,0,4,5
Maleva poik 6,Põhja-Tallinn,1,35,54900,1569,paneelmaja,vajab renoveerimist,1988,31,2,5
Pärnu mnt 102,Kesklinn,6,186.4,250000,1341,kivimaja,renoveeritud,1880,139,2,3
Astangu 20-168,Mustamäe,3,76.9,160100,2082,paneelmaja,uus,2019,0,5,5
Astangu 72,Haabersti,2,49,75000,1531,paneelmaja,renoveeritud,1986,33,5,5
Ristiku põik 3,Põhja-Tallinn,2,27.7,73000,2635,puitmaja,vajab renoveerimist,1949,70,2,3
A.H. Tammsaare tee 89a-11,Mustamäe,1,31.9,97500,3056,-,uus,2019,0,3,6
Energia 6,Kristiine,2,39.7,75000,1889,kivimaja,-,1962,57,2,5
Järve 2-195,Kristiine,2,46,142800,3104,paneelmaja,uus,2020,0,14,18
Pärnu mnt 69,Kesklinn,3,129.8,369000,2843,kivimaja,-,2012,7,3,3
Seebi tn 1-1209,Kristiine,2,36.8,125900,3421,kivimaja,uus,2020,0,12,20
Narva mnt,Kesklinn,3,75,175000,2333,paneelmaja,san. remont tehtud,-,-,5,9
Soodi 4-34,Põhja-Tallinn,4,97.2,251000,2582,kivimaja,uus,2020,0,1,5
Võidujooksu tn 1,Lasnamäe,4,100.2,199900,1995,-,uus,2014,5,1,7
Mardi 12,Kesklinn,2,50,100000,2000,puitmaja,-,1915,104,1,2
Paekaare 46,Lasnamäe,1,33.1,59900,1810,paneelmaja,heas korras,1978,41,9,9
